year	region	bug	drug	n_isolates	pct_resistant
2007	South Atlantic	Enterococcus faecalis	Aminoglycosides	676	31
2008	South Atlantic	Enterococcus faecalis	Aminoglycosides	637	25
2009	South Atlantic	Enterococcus faecalis	Aminoglycosides	623	34
2010	South Atlantic	Enterococcus faecalis	Aminoglycosides	621	31
2011	South Atlantic	Enterococcus faecalis	Aminoglycosides	524	32
2012	South Atlantic	Enterococcus faecalis	Aminoglycosides	254	36
1999	West North Central	Enterococcus faecalis	Aminoglycosides	71	13
2000	West North Central	Enterococcus faecalis	Aminoglycosides	105	12
2001	West North Central	Enterococcus faecalis	Aminoglycosides	183	15
2002	West North Central	Enterococcus faecalis	Aminoglycosides	348	25
2003	West North Central	Enterococcus faecalis	Aminoglycosides	337	21
2004	West North Central	Enterococcus faecalis	Aminoglycosides	357	32
2005	West North Central	Enterococcus faecalis	Aminoglycosides	291	30
2006	West North Central	Enterococcus faecalis	Aminoglycosides	312	33
2007	West North Central	Enterococcus faecalis	Aminoglycosides	300	35
2008	West North Central	Enterococcus faecalis	Aminoglycosides	244	32
2009	West North Central	Enterococcus faecalis	Aminoglycosides	262	32
2010	West North Central	Enterococcus faecalis	Aminoglycosides	204	34
2011	West North Central	Enterococcus faecalis	Aminoglycosides	155	37
2012	West North Central	Enterococcus faecalis	Aminoglycosides	66	33
1999	West South Central	Enterococcus faecalis	Aminoglycosides	378	30
2000	West South Central	Enterococcus faecalis	Aminoglycosides	379	33
2001	West South Central	Enterococcus faecalis	Aminoglycosides	394	34
2002	West South Central	Enterococcus faecalis	Aminoglycosides	591	39
2003	West South Central	Enterococcus faecalis	Aminoglycosides	518	37
2004	West South Central	Enterococcus faecalis	Aminoglycosides	530	31
2005	West South Central	Enterococcus faecalis	Aminoglycosides	525	30
2006	West South Central	Enterococcus faecalis	Aminoglycosides	525	29
2007	West South Central	Enterococcus faecalis	Aminoglycosides	461	34
2008	West South Central	Enterococcus faecalis	Aminoglycosides	452	37
2009	West South Central	Enterococcus faecalis	Aminoglycosides	426	33
2010	West South Central	Enterococcus faecalis	Aminoglycosides	357	39
2011	West South Central	Enterococcus faecalis	Aminoglycosides	293	42
2012	West South Central	Enterococcus faecalis	Aminoglycosides	166	40
1999	East North Central	Enterococcus faecalis	Aminopenicillins	818	1
2000	East North Central	Enterococcus faecalis	Aminopenicillins	864	1
2001	East North Central	Enterococcus faecalis	Aminopenicillins	1063	1
2002	East North Central	Enterococcus faecalis	Aminopenicillins	679	1
2003	East North Central	Enterococcus faecalis	Aminopenicillins	770	0
2004	East North Central	Enterococcus faecalis	Aminopenicillins	1147	1
2005	East North Central	Enterococcus faecalis	Aminopenicillins	760	1
2006	East North Central	Enterococcus faecalis	Aminopenicillins	510	1
2007	East North Central	Enterococcus faecalis	Aminopenicillins	435	1
2008	East North Central	Enterococcus faecalis	Aminopenicillins	429	1
2009	East North Central	Enterococcus faecalis	Aminopenicillins	362	2
2010	East North Central	Enterococcus faecalis	Aminopenicillins	430	1
2011	East North Central	Enterococcus faecalis	Aminopenicillins	377	0
2012	East North Central	Enterococcus faecalis	Aminopenicillins	132	0
1999	East South Central	Enterococcus faecalis	Aminopenicillins	196	1
2000	East South Central	Enterococcus faecalis	Aminopenicillins	258	3
2001	East South Central	Enterococcus faecalis	Aminopenicillins	367	0
2002	East South Central	Enterococcus faecalis	Aminopenicillins	410	1
2003	East South Central	Enterococcus faecalis	Aminopenicillins	365	1
2004	East South Central	Enterococcus faecalis	Aminopenicillins	486	1
2005	East South Central	Enterococcus faecalis	Aminopenicillins	622	1
2006	East South Central	Enterococcus faecalis	Aminopenicillins	203	0
2007	East South Central	Enterococcus faecalis	Aminopenicillins	30	0
2008	East South Central	Enterococcus faecalis	Aminopenicillins	62	0
2009	East South Central	Enterococcus faecalis	Aminopenicillins	70	0
2010	East South Central	Enterococcus faecalis	Aminopenicillins	59	0
2011	East South Central	Enterococcus faecalis	Aminopenicillins	37	0
1999	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	248	2
2000	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	623	1
2001	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	840	1
2002	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	794	2
2003	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	779	1
2004	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	826	1
2005	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	789	1
2006	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	823	1
2007	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	767	1
2008	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	687	1
2009	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	467	2
2010	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	417	1
2011	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	343	3
2012	Mid Atlantic	Enterococcus faecalis	Aminopenicillins	152	3
1999	Mountain	Enterococcus faecalis	Aminopenicillins	65	0
2000	Mountain	Enterococcus faecalis	Aminopenicillins	95	2
2001	Mountain	Enterococcus faecalis	Aminopenicillins	133	1
2002	Mountain	Enterococcus faecalis	Aminopenicillins	156	0
2003	Mountain	Enterococcus faecalis	Aminopenicillins	158	0
2004	Mountain	Enterococcus faecalis	Aminopenicillins	183	0
2005	Mountain	Enterococcus faecalis	Aminopenicillins	160	1
2006	Mountain	Enterococcus faecalis	Aminopenicillins	107	4
2007	Mountain	Enterococcus faecalis	Aminopenicillins	33	3
2010	Mountain	Enterococcus faecalis	Aminopenicillins	41	2
1999	New England	Enterococcus faecalis	Aminopenicillins	57	0
2000	New England	Enterococcus faecalis	Aminopenicillins	61	0
2001	New England	Enterococcus faecalis	Aminopenicillins	69	0
2002	New England	Enterococcus faecalis	Aminopenicillins	64	0
2003	New England	Enterococcus faecalis	Aminopenicillins	57	0
2004	New England	Enterococcus faecalis	Aminopenicillins	58	0
2005	New England	Enterococcus faecalis	Aminopenicillins	87	1
2006	New England	Enterococcus faecalis	Aminopenicillins	97	2
2007	New England	Enterococcus faecalis	Aminopenicillins	98	3
2008	New England	Enterococcus faecalis	Aminopenicillins	82	4
2009	New England	Enterococcus faecalis	Aminopenicillins	99	0
2010	New England	Enterococcus faecalis	Aminopenicillins	76	0
2011	New England	Enterococcus faecalis	Aminopenicillins	84	0
2012	New England	Enterococcus faecalis	Aminopenicillins	35	0
1999	Pacific	Enterococcus faecalis	Aminopenicillins	562	1
2000	Pacific	Enterococcus faecalis	Aminopenicillins	629	0
2001	Pacific	Enterococcus faecalis	Aminopenicillins	694	0
2002	Pacific	Enterococcus faecalis	Aminopenicillins	710	0
2003	Pacific	Enterococcus faecalis	Aminopenicillins	791	1
2004	Pacific	Enterococcus faecalis	Aminopenicillins	888	0
2005	Pacific	Enterococcus faecalis	Aminopenicillins	690	1
2006	Pacific	Enterococcus faecalis	Aminopenicillins	677	0
2007	Pacific	Enterococcus faecalis	Aminopenicillins	762	0
2008	Pacific	Enterococcus faecalis	Aminopenicillins	643	1
2009	Pacific	Enterococcus faecalis	Aminopenicillins	569	1
2010	Pacific	Enterococcus faecalis	Aminopenicillins	473	0
2011	Pacific	Enterococcus faecalis	Aminopenicillins	511	1
2012	Pacific	Enterococcus faecalis	Aminopenicillins	229	1
1999	South Atlantic	Enterococcus faecalis	Aminopenicillins	461	2
2000	South Atlantic	Enterococcus faecalis	Aminopenicillins	848	1
2001	South Atlantic	Enterococcus faecalis	Aminopenicillins	934	0
2002	South Atlantic	Enterococcus faecalis	Aminopenicillins	1105	1
2003	South Atlantic	Enterococcus faecalis	Aminopenicillins	1131	1
2004	South Atlantic	Enterococcus faecalis	Aminopenicillins	1180	2
2005	South Atlantic	Enterococcus faecalis	Aminopenicillins	1203	1
2006	South Atlantic	Enterococcus faecalis	Aminopenicillins	709	1
2007	South Atlantic	Enterococcus faecalis	Aminopenicillins	745	1
2008	South Atlantic	Enterococcus faecalis	Aminopenicillins	724	1
2009	South Atlantic	Enterococcus faecalis	Aminopenicillins	664	2
2010	South Atlantic	Enterococcus faecalis	Aminopenicillins	648	1
2011	South Atlantic	Enterococcus faecalis	Aminopenicillins	574	1
2012	South Atlantic	Enterococcus faecalis	Aminopenicillins	277	2
1999	West North Central	Enterococcus faecalis	Aminopenicillins	172	1
2000	West North Central	Enterococcus faecalis	Aminopenicillins	172	0
2001	West North Central	Enterococcus faecalis	Aminopenicillins	232	1
2002	West North Central	Enterococcus faecalis	Aminopenicillins	373	0
2003	West North Central	Enterococcus faecalis	Aminopenicillins	332	1
2004	West North Central	Enterococcus faecalis	Aminopenicillins	258	1
2005	West North Central	Enterococcus faecalis	Aminopenicillins	186	0
2006	West North Central	Enterococcus faecalis	Aminopenicillins	199	0
2007	West North Central	Enterococcus faecalis	Aminopenicillins	255	1
2008	West North Central	Enterococcus faecalis	Aminopenicillins	251	0
2009	West North Central	Enterococcus faecalis	Aminopenicillins	271	2
2010	West North Central	Enterococcus faecalis	Aminopenicillins	213	1
2011	West North Central	Enterococcus faecalis	Aminopenicillins	162	0
2012	West North Central	Enterococcus faecalis	Aminopenicillins	69	0
1999	West South Central	Enterococcus faecalis	Aminopenicillins	589	1
2000	West South Central	Enterococcus faecalis	Aminopenicillins	547	1
2001	West South Central	Enterococcus faecalis	Aminopenicillins	561	0
2002	West South Central	Enterococcus faecalis	Aminopenicillins	743	0
2003	West South Central	Enterococcus faecalis	Aminopenicillins	661	0
2004	West South Central	Enterococcus faecalis	Aminopenicillins	589	0
2005	West South Central	Enterococcus faecalis	Aminopenicillins	621	0
2006	West South Central	Enterococcus faecalis	Aminopenicillins	619	0
2007	West South Central	Enterococcus faecalis	Aminopenicillins	558	1
2008	West South Central	Enterococcus faecalis	Aminopenicillins	546	1
2009	West South Central	Enterococcus faecalis	Aminopenicillins	482	2
2010	West South Central	Enterococcus faecalis	Aminopenicillins	363	1
2011	West South Central	Enterococcus faecalis	Aminopenicillins	295	0
2012	West South Central	Enterococcus faecalis	Aminopenicillins	189	0
2002	East North Central	Enterococcus faecalis	Linezolid	148	0
2003	East North Central	Enterococcus faecalis	Linezolid	177	1
2004	East North Central	Enterococcus faecalis	Linezolid	562	0
2005	East North Central	Enterococcus faecalis	Linezolid	587	0
2006	East North Central	Enterococcus faecalis	Linezolid	479	0
2007	East North Central	Enterococcus faecalis	Linezolid	306	2
2008	East North Central	Enterococcus faecalis	Linezolid	365	1
2009	East North Central	Enterococcus faecalis	Linezolid	356	5
2010	East North Central	Enterococcus faecalis	Linezolid	342	2
2011	East North Central	Enterococcus faecalis	Linezolid	306	2
2012	East North Central	Enterococcus faecalis	Linezolid	128	0
2002	East South Central	Enterococcus faecalis	Linezolid	37	0
2003	East South Central	Enterococcus faecalis	Linezolid	119	1
2004	East South Central	Enterococcus faecalis	Linezolid	205	2
2005	East South Central	Enterococcus faecalis	Linezolid	464	0
2006	East South Central	Enterococcus faecalis	Linezolid	195	0
2007	East South Central	Enterococcus faecalis	Linezolid	31	0
2008	East South Central	Enterococcus faecalis	Linezolid	63	2
2009	East South Central	Enterococcus faecalis	Linezolid	69	0
2010	East South Central	Enterococcus faecalis	Linezolid	59	0
2011	East South Central	Enterococcus faecalis	Linezolid	37	0
2002	Mid Atlantic	Enterococcus faecalis	Linezolid	168	1
2003	Mid Atlantic	Enterococcus faecalis	Linezolid	288	0
2004	Mid Atlantic	Enterococcus faecalis	Linezolid	296	1
2005	Mid Atlantic	Enterococcus faecalis	Linezolid	445	0
2006	Mid Atlantic	Enterococcus faecalis	Linezolid	691	0
2007	Mid Atlantic	Enterococcus faecalis	Linezolid	519	6
2008	Mid Atlantic	Enterococcus faecalis	Linezolid	442	5
2009	Mid Atlantic	Enterococcus faecalis	Linezolid	260	3
2010	Mid Atlantic	Enterococcus faecalis	Linezolid	188	0
2011	Mid Atlantic	Enterococcus faecalis	Linezolid	144	1
2012	Mid Atlantic	Enterococcus faecalis	Linezolid	59	0
2004	Mountain	Enterococcus faecalis	Linezolid	43	7
2005	Mountain	Enterococcus faecalis	Linezolid	79	1
2006	Mountain	Enterococcus faecalis	Linezolid	32	0
2007	Mountain	Enterococcus faecalis	Linezolid	35	3
2010	Mountain	Enterococcus faecalis	Linezolid	41	0
2002	New England	Enterococcus faecalis	Linezolid	37	0
2003	New England	Enterococcus faecalis	Linezolid	36	0
2004	New England	Enterococcus faecalis	Linezolid	47	0
2005	New England	Enterococcus faecalis	Linezolid	66	0
2006	New England	Enterococcus faecalis	Linezolid	126	0
2007	New England	Enterococcus faecalis	Linezolid	150	0
2008	New England	Enterococcus faecalis	Linezolid	105	0
2009	New England	Enterococcus faecalis	Linezolid	96	0
2010	New England	Enterococcus faecalis	Linezolid	76	0
2011	New England	Enterococcus faecalis	Linezolid	82	0
2012	New England	Enterococcus faecalis	Linezolid	34	0
2002	Pacific	Enterococcus faecalis	Linezolid	177	1
2003	Pacific	Enterococcus faecalis	Linezolid	375	0
2004	Pacific	Enterococcus faecalis	Linezolid	518	0
2005	Pacific	Enterococcus faecalis	Linezolid	556	1
2006	Pacific	Enterococcus faecalis	Linezolid	531	0
2007	Pacific	Enterococcus faecalis	Linezolid	711	2
2008	Pacific	Enterococcus faecalis	Linezolid	586	3
2009	Pacific	Enterococcus faecalis	Linezolid	536	5
2010	Pacific	Enterococcus faecalis	Linezolid	491	3
2011	Pacific	Enterococcus faecalis	Linezolid	458	2
2012	Pacific	Enterococcus faecalis	Linezolid	197	1
2002	South Atlantic	Enterococcus faecalis	Linezolid	39	0
2003	South Atlantic	Enterococcus faecalis	Linezolid	269	0
2004	South Atlantic	Enterococcus faecalis	Linezolid	417	1
2005	South Atlantic	Enterococcus faecalis	Linezolid	1169	0
2006	South Atlantic	Enterococcus faecalis	Linezolid	800	1
2007	South Atlantic	Enterococcus faecalis	Linezolid	737	3
2008	South Atlantic	Enterococcus faecalis	Linezolid	671	3
2009	South Atlantic	Enterococcus faecalis	Linezolid	549	3
2010	South Atlantic	Enterococcus faecalis	Linezolid	531	3
2011	South Atlantic	Enterococcus faecalis	Linezolid	461	2
2012	South Atlantic	Enterococcus faecalis	Linezolid	234	5
2004	West North Central	Enterococcus faecalis	Linezolid	109	0
2005	West North Central	Enterococcus faecalis	Linezolid	266	1
2006	West North Central	Enterococcus faecalis	Linezolid	274	0
2007	West North Central	Enterococcus faecalis	Linezolid	235	0
2008	West North Central	Enterococcus faecalis	Linezolid	163	6
2009	West North Central	Enterococcus faecalis	Linezolid	193	4
2010	West North Central	Enterococcus faecalis	Linezolid	159	4
2011	West North Central	Enterococcus faecalis	Linezolid	122	4
2012	West North Central	Enterococcus faecalis	Linezolid	56	2
2002	West South Central	Enterococcus faecalis	Linezolid	104	1
2003	West South Central	Enterococcus faecalis	Linezolid	261	0
2004	West South Central	Enterococcus faecalis	Linezolid	302	1
2005	West South Central	Enterococcus faecalis	Linezolid	401	0
2006	West South Central	Enterococcus faecalis	Linezolid	382	0
2007	West South Central	Enterococcus faecalis	Linezolid	304	0
2008	West South Central	Enterococcus faecalis	Linezolid	271	0
2009	West South Central	Enterococcus faecalis	Linezolid	181	8
2010	West South Central	Enterococcus faecalis	Linezolid	138	5
2011	West South Central	Enterococcus faecalis	Linezolid	144	1
2012	West South Central	Enterococcus faecalis	Linezolid	124	0
1999	East North Central	Enterococcus faecalis	Vancomycin	837	3
2000	East North Central	Enterococcus faecalis	Vancomycin	880	8
2001	East North Central	Enterococcus faecalis	Vancomycin	1068	7
2002	East North Central	Enterococcus faecalis	Vancomycin	673	7
2003	East North Central	Enterococcus faecalis	Vancomycin	762	9
2004	East North Central	Enterococcus faecalis	Vancomycin	1158	8
2005	East North Central	Enterococcus faecalis	Vancomycin	804	7
2006	East North Central	Enterococcus faecalis	Vancomycin	574	15
2007	East North Central	Enterococcus faecalis	Vancomycin	489	14
2008	East North Central	Enterococcus faecalis	Vancomycin	428	19
2009	East North Central	Enterococcus faecalis	Vancomycin	363	18
2010	East North Central	Enterococcus faecalis	Vancomycin	432	15
2011	East North Central	Enterococcus faecalis	Vancomycin	375	16
2012	East North Central	Enterococcus faecalis	Vancomycin	131	14
1999	East South Central	Enterococcus faecalis	Vancomycin	201	4
2000	East South Central	Enterococcus faecalis	Vancomycin	259	4
2001	East South Central	Enterococcus faecalis	Vancomycin	362	2
2002	East South Central	Enterococcus faecalis	Vancomycin	408	3
2003	East South Central	Enterococcus faecalis	Vancomycin	365	6
2004	East South Central	Enterococcus faecalis	Vancomycin	485	7
2005	East South Central	Enterococcus faecalis	Vancomycin	628	10
2006	East South Central	Enterococcus faecalis	Vancomycin	201	9
2007	East South Central	Enterococcus faecalis	Vancomycin	30	0
2008	East South Central	Enterococcus faecalis	Vancomycin	62	3
2009	East South Central	Enterococcus faecalis	Vancomycin	69	4
2010	East South Central	Enterococcus faecalis	Vancomycin	58	2
2011	East South Central	Enterococcus faecalis	Vancomycin	37	3
1999	Mid Atlantic	Enterococcus faecalis	Vancomycin	238	5
2000	Mid Atlantic	Enterococcus faecalis	Vancomycin	523	11
2001	Mid Atlantic	Enterococcus faecalis	Vancomycin	800	8
2002	Mid Atlantic	Enterococcus faecalis	Vancomycin	788	9
2003	Mid Atlantic	Enterococcus faecalis	Vancomycin	778	6
2004	Mid Atlantic	Enterococcus faecalis	Vancomycin	894	4
2005	Mid Atlantic	Enterococcus faecalis	Vancomycin	876	6
2006	Mid Atlantic	Enterococcus faecalis	Vancomycin	896	5
2007	Mid Atlantic	Enterococcus faecalis	Vancomycin	810	4
2008	Mid Atlantic	Enterococcus faecalis	Vancomycin	740	3
