drug_group	state	year	value
cephalosporin	Vermont	2004	105
cephalosporin	Vermont	2005	100
cephalosporin	Vermont	2006	100
cephalosporin	Vermont	2007	95
cephalosporin	Vermont	2008	88
cephalosporin	Vermont	2009	84
cephalosporin	Vermont	2010	83
cephalosporin	Vermont	2011	87
cephalosporin	Vermont	2012	86
cephalosporin	Virginia	1999	165
cephalosporin	Virginia	2000	151
cephalosporin	Virginia	2001	138
cephalosporin	Virginia	2002	128
cephalosporin	Virginia	2003	130
cephalosporin	Virginia	2004	124
cephalosporin	Virginia	2005	128
cephalosporin	Virginia	2006	128
cephalosporin	Virginia	2007	126
cephalosporin	Virginia	2008	122
cephalosporin	Virginia	2009	120
cephalosporin	Virginia	2010	113
cephalosporin	Virginia	2011	129
cephalosporin	Virginia	2012	130
cephalosporin	Washington	1999	127
cephalosporin	Washington	2000	117
cephalosporin	Washington	2001	112
cephalosporin	Washington	2002	109
cephalosporin	Washington	2003	106
cephalosporin	Washington	2004	100
cephalosporin	Washington	2005	99
cephalosporin	Washington	2006	93
cephalosporin	Washington	2007	89
cephalosporin	Washington	2008	85
cephalosporin	Washington	2009	83
cephalosporin	Washington	2010	79
cephalosporin	Washington	2011	87
cephalosporin	Washington	2012	82
cephalosporin	West Virginia	1999	220
cephalosporin	West Virginia	2000	201
cephalosporin	West Virginia	2001	201
cephalosporin	West Virginia	2002	191
cephalosporin	West Virginia	2003	197
cephalosporin	West Virginia	2004	185
cephalosporin	West Virginia	2005	193
cephalosporin	West Virginia	2006	201
cephalosporin	West Virginia	2007	198
cephalosporin	West Virginia	2008	195
cephalosporin	West Virginia	2009	201
cephalosporin	West Virginia	2010	191
cephalosporin	West Virginia	2011	216
cephalosporin	West Virginia	2012	212
cephalosporin	Wisconsin	1999	114
cephalosporin	Wisconsin	2000	100
cephalosporin	Wisconsin	2001	98
cephalosporin	Wisconsin	2002	91
cephalosporin	Wisconsin	2003	88
cephalosporin	Wisconsin	2004	85
cephalosporin	Wisconsin	2005	89
cephalosporin	Wisconsin	2006	89
cephalosporin	Wisconsin	2007	87
cephalosporin	Wisconsin	2008	83
cephalosporin	Wisconsin	2009	83
cephalosporin	Wisconsin	2010	85
cephalosporin	Wisconsin	2011	91
cephalosporin	Wisconsin	2012	89
cephalosporin	Wyoming	1999	172
cephalosporin	Wyoming	2000	149
cephalosporin	Wyoming	2001	145
cephalosporin	Wyoming	2002	135
cephalosporin	Wyoming	2003	136
cephalosporin	Wyoming	2004	125
cephalosporin	Wyoming	2005	132
cephalosporin	Wyoming	2006	130
cephalosporin	Wyoming	2007	125
cephalosporin	Wyoming	2008	116
cephalosporin	Wyoming	2009	111
cephalosporin	Wyoming	2010	107
cephalosporin	Wyoming	2011	122
cephalosporin	Wyoming	2012	126
macrolide	Alabama	1999	256
macrolide	Alabama	2000	243
macrolide	Alabama	2001	249
macrolide	Alabama	2002	250
macrolide	Alabama	2003	266
macrolide	Alabama	2004	220
macrolide	Alabama	2005	255
macrolide	Alabama	2006	250
macrolide	Alabama	2007	253
macrolide	Alabama	2008	282
macrolide	Alabama	2009	297
macrolide	Alabama	2010	283
macrolide	Alabama	2011	291
macrolide	Alabama	2012	304
macrolide	Alaska	1999	146
macrolide	Alaska	2000	146
macrolide	Alaska	2001	158
macrolide	Alaska	2002	144
macrolide	Alaska	2003	150
macrolide	Alaska	2004	134
macrolide	Alaska	2005	151
macrolide	Alaska	2006	137
macrolide	Alaska	2007	145
macrolide	Alaska	2008	157
macrolide	Alaska	2009	147
macrolide	Alaska	2010	142
macrolide	Alaska	2011	159
macrolide	Alaska	2012	155
macrolide	Arizona	1999	162
macrolide	Arizona	2000	150
macrolide	Arizona	2001	149
macrolide	Arizona	2002	153
macrolide	Arizona	2003	162
macrolide	Arizona	2004	150
macrolide	Arizona	2005	201
macrolide	Arizona	2006	181
macrolide	Arizona	2007	173
macrolide	Arizona	2008	185
macrolide	Arizona	2009	190
macrolide	Arizona	2010	188
macrolide	Arizona	2011	226
macrolide	Arizona	2012	213
macrolide	Arkansas	1999	242
macrolide	Arkansas	2000	220
macrolide	Arkansas	2001	225
macrolide	Arkansas	2002	248
macrolide	Arkansas	2003	246
macrolide	Arkansas	2004	228
macrolide	Arkansas	2005	262
macrolide	Arkansas	2006	230
macrolide	Arkansas	2007	258
macrolide	Arkansas	2008	275
macrolide	Arkansas	2009	280
macrolide	Arkansas	2010	267
macrolide	Arkansas	2011	254
macrolide	Arkansas	2012	267
macrolide	California	1999	145
macrolide	California	2000	132
macrolide	California	2001	140
macrolide	California	2002	132
macrolide	California	2003	143
macrolide	California	2004	128
macrolide	California	2005	147
macrolide	California	2006	138
macrolide	California	2007	135
macrolide	California	2008	141
macrolide	California	2009	145
macrolide	California	2010	148
macrolide	California	2011	168
macrolide	California	2012	150
macrolide	Colorado	1999	175
macrolide	Colorado	2000	151
macrolide	Colorado	2001	145
macrolide	Colorado	2002	132
macrolide	Colorado	2003	139
macrolide	Colorado	2004	131
macrolide	Colorado	2005	154
macrolide	Colorado	2006	146
macrolide	Colorado	2007	149
macrolide	Colorado	2008	150
macrolide	Colorado	2009	144
macrolide	Colorado	2010	146
macrolide	Colorado	2011	163
macrolide	Colorado	2012	159
macrolide	Connecticut	1999	226
macrolide	Connecticut	2000	218
macrolide	Connecticut	2001	198
macrolide	Connecticut	2002	205
macrolide	Connecticut	2003	223
macrolide	Connecticut	2004	205
macrolide	Connecticut	2005	226
macrolide	Connecticut	2006	225
macrolide	Connecticut	2007	225
macrolide	Connecticut	2008	230
macrolide	Connecticut	2009	239
macrolide	Connecticut	2010	217
macrolide	Connecticut	2011	246
macrolide	Connecticut	2012	237
macrolide	Delaware	1999	243
macrolide	Delaware	2000	229
macrolide	Delaware	2001	218
macrolide	Delaware	2002	203
macrolide	Delaware	2003	221
macrolide	Delaware	2004	210
macrolide	Delaware	2005	247
macrolide	Delaware	2006	236
macrolide	Delaware	2007	237
macrolide	Delaware	2008	245
macrolide	Delaware	2009	257
macrolide	Delaware	2010	241
macrolide	Delaware	2011	277
macrolide	Delaware	2012	263
macrolide	District of Columbia	1999	243
macrolide	District of Columbia	2000	238
macrolide	District of Columbia	2001	219
macrolide	District of Columbia	2002	195
macrolide	District of Columbia	2003	207
macrolide	District of Columbia	2004	204
macrolide	District of Columbia	2005	224
macrolide	District of Columbia	2006	209
macrolide	District of Columbia	2007	215
macrolide	District of Columbia	2008	241
macrolide	District of Columbia	2009	246
macrolide	District of Columbia	2010	237
macrolide	District of Columbia	2011	211
macrolide	District of Columbia	2012	205
macrolide	Florida	1999	226
macrolide	Florida	2000	217
macrolide	Florida	2001	196
macrolide	Florida	2002	191
macrolide	Florida	2003	199
macrolide	Florida	2004	184
macrolide	Florida	2005	216
macrolide	Florida	2006	211
macrolide	Florida	2007	200
macrolide	Florida	2008	208
macrolide	Florida	2009	210
macrolide	Florida	2010	197
macrolide	Florida	2011	221
macrolide	Florida	2012	213
macrolide	Georgia	1999	227
macrolide	Georgia	2000	217
macrolide	Georgia	2001	216
macrolide	Georgia	2002	221
macrolide	Georgia	2003	235
macrolide	Georgia	2004	196
macrolide	Georgia	2005	220
macrolide	Georgia	2006	197
macrolide	Georgia	2007	194
macrolide	Georgia	2008	207
macrolide	Georgia	2009	219
macrolide	Georgia	2010	209
macrolide	Georgia	2011	212
macrolide	Georgia	2012	218
macrolide	Hawaii	1999	174
macrolide	Hawaii	2000	145
macrolide	Hawaii	2001	135
macrolide	Hawaii	2002	132
macrolide	Hawaii	2003	126
macrolide	Hawaii	2004	109
macrolide	Hawaii	2005	129
macrolide	Hawaii	2006	136
macrolide	Hawaii	2007	144
macrolide	Hawaii	2008	159
macrolide	Hawaii	2009	169
macrolide	Hawaii	2010	159
macrolide	Hawaii	2011	192
macrolide	Hawaii	2012	193
macrolide	Idaho	1999	178
macrolide	Idaho	2000	156
macrolide	Idaho	2001	151
macrolide	Idaho	2002	148
macrolide	Idaho	2003	159
macrolide	Idaho	2004	129
macrolide	Idaho	2005	164
macrolide	Idaho	2006	146
macrolide	Idaho	2007	149
macrolide	Idaho	2008	154
macrolide	Idaho	2009	159
macrolide	Idaho	2010	158
macrolide	Idaho	2011	180
macrolide	Idaho	2012	171
macrolide	Illinois	1999	209
macrolide	Illinois	2000	183
macrolide	Illinois	2001	187
macrolide	Illinois	2002	183
macrolide	Illinois	2003	189
macrolide	Illinois	2004	179
macrolide	Illinois	2005	213
macrolide	Illinois	2006	207
macrolide	Illinois	2007	218
macrolide	Illinois	2008	228
macrolide	Illinois	2009	235
macrolide	Illinois	2010	225
macrolide	Illinois	2011	256
macrolide	Illinois	2012	246
macrolide	Indiana	1999	255
macrolide	Indiana	2000	233
macrolide	Indiana	2001	241
macrolide	Indiana	2002	233
macrolide	Indiana	2003	249
macrolide	Indiana	2004	218
macrolide	Indiana	2005	249
macrolide	Indiana	2006	232
macrolide	Indiana	2007	224
macrolide	Indiana	2008	232
macrolide	Indiana	2009	230
macrolide	Indiana	2010	226
macrolide	Indiana	2011	260
macrolide	Indiana	2012	245
macrolide	Iowa	1999	219
macrolide	Iowa	2000	179
macrolide	Iowa	2001	199
macrolide	Iowa	2002	195
macrolide	Iowa	2003	205
macrolide	Iowa	2004	200
macrolide	Iowa	2005	246
macrolide	Iowa	2006	218
macrolide	Iowa	2007	220
macrolide	Iowa	2008	235
macrolide	Iowa	2009	231
macrolide	Iowa	2010	240
macrolide	Iowa	2011	265
macrolide	Iowa	2012	270
macrolide	Kansas	1999	249
macrolide	Kansas	2000	206
macrolide	Kansas	2001	222
macrolide	Kansas	2002	220
macrolide	Kansas	2003	228
macrolide	Kansas	2004	201
macrolide	Kansas	2005	233
macrolide	Kansas	2006	220
macrolide	Kansas	2007	238
macrolide	Kansas	2008	255
macrolide	Kansas	2009	240
macrolide	Kansas	2010	238
macrolide	Kansas	2011	240
macrolide	Kansas	2012	240
macrolide	Kentucky	1999	288
macrolide	Kentucky	2000	272
macrolide	Kentucky	2001	287
macrolide	Kentucky	2002	343
macrolide	Kentucky	2003	314
macrolide	Kentucky	2004	270
macrolide	Kentucky	2005	311
macrolide	Kentucky	2006	287
macrolide	Kentucky	2007	292
macrolide	Kentucky	2008	306
macrolide	Kentucky	2009	324
macrolide	Kentucky	2010	303
macrolide	Kentucky	2011	339
macrolide	Kentucky	2012	330
macrolide	Louisiana	1999	215
macrolide	Louisiana	2000	210
macrolide	Louisiana	2001	205
macrolide	Louisiana	2002	209
macrolide	Louisiana	2003	226
macrolide	Louisiana	2004	206
macrolide	Louisiana	2005	236
macrolide	Louisiana	2006	253
macrolide	Louisiana	2007	272
macrolide	Louisiana	2008	298
macrolide	Louisiana	2009	315
macrolide	Louisiana	2010	312
macrolide	Louisiana	2011	324
macrolide	Louisiana	2012	323
macrolide	Maine	1999	189
macrolide	Maine	2000	183
macrolide	Maine	2001	181
macrolide	Maine	2002	172
macrolide	Maine	2003	200
macrolide	Maine	2004	189
macrolide	Maine	2005	192
macrolide	Maine	2006	193
macrolide	Maine	2007	190
macrolide	Maine	2008	197
macrolide	Maine	2009	197
macrolide	Maine	2010	189
macrolide	Maine	2011	230
macrolide	Maine	2012	223
macrolide	Maryland	1999	193
macrolide	Maryland	2000	193
macrolide	Maryland	2001	187
macrolide	Maryland	2002	186
macrolide	Maryland	2003	210
macrolide	Maryland	2004	190
macrolide	Maryland	2005	202
macrolide	Maryland	2006	187
macrolide	Maryland	2007	189
macrolide	Maryland	2008	201
macrolide	Maryland	2009	209
macrolide	Maryland	2010	195
macrolide	Maryland	2011	231
macrolide	Maryland	2012	226
macrolide	Massachusetts	1999	174
macrolide	Massachusetts	2000	183
macrolide	Massachusetts	2001	170
macrolide	Massachusetts	2002	166
macrolide	Massachusetts	2003	190
macrolide	Massachusetts	2004	179
macrolide	Massachusetts	2005	195
macrolide	Massachusetts	2006	210
macrolide	Massachusetts	2007	211
macrolide	Massachusetts	2008	216
macrolide	Massachusetts	2009	221
macrolide	Massachusetts	2010	200
macrolide	Massachusetts	2011	244
macrolide	Massachusetts	2012	228
macrolide	Michigan	1999	220
macrolide	Michigan	2000	206
macrolide	Michigan	2001	207
macrolide	Michigan	2002	191
macrolide	Michigan	2003	198
macrolide	Michigan	2004	183
macrolide	Michigan	2005	202
macrolide	Michigan	2006	198
macrolide	Michigan	2007	203
macrolide	Michigan	2008	212
macrolide	Michigan	2009	216
macrolide	Michigan	2010	224
macrolide	Michigan	2011	264
macrolide	Michigan	2012	247
macrolide	Minnesota	1999	173
macrolide	Minnesota	2000	149
macrolide	Minnesota	2001	155
macrolide	Minnesota	2002	144
macrolide	Minnesota	2003	146
macrolide	Minnesota	2004	143
macrolide	Minnesota	2005	179
macrolide	Minnesota	2006	166
macrolide	Minnesota	2007	164
macrolide	Minnesota	2008	173
macrolide	Minnesota	2009	175
macrolide	Minnesota	2010	173
macrolide	Minnesota	2011	204
macrolide	Minnesota	2012	193
macrolide	Mississippi	1999	271
macrolide	Mississippi	2000	245
macrolide	Mississippi	2001	254
macrolide	Mississippi	2002	248
macrolide	Mississippi	2003	270
macrolide	Mississippi	2004	232
macrolide	Mississippi	2005	266
macrolide	Mississippi	2006	261
macrolide	Mississippi	2007	269
macrolide	Mississippi	2008	304
macrolide	Mississippi	2009	315
macrolide	Mississippi	2010	319
macrolide	Mississippi	2011	329
macrolide	Mississippi	2012	341
macrolide	Missouri	1999	248
macrolide	Missouri	2000	221
macrolide	Missouri	2001	231
macrolide	Missouri	2002	228
macrolide	Missouri	2003	243
macrolide	Missouri	2004	226
macrolide	Missouri	2005	246
macrolide	Missouri	2006	223
macrolide	Missouri	2007	233
macrolide	Missouri	2008	249
macrolide	Missouri	2009	235
macrolide	Missouri	2010	227
macrolide	Missouri	2011	236
macrolide	Missouri	2012	229
macrolide	Montana	1999	186
macrolide	Montana	2000	157
macrolide	Montana	2001	158
macrolide	Montana	2002	151
macrolide	Montana	2003	156
macrolide	Montana	2004	140
macrolide	Montana	2005	185
macrolide	Montana	2006	165
macrolide	Montana	2007	166
macrolide	Montana	2008	180
macrolide	Montana	2009	179
macrolide	Montana	2010	173
macrolide	Montana	2011	200
macrolide	Montana	2012	199
macrolide	Nebraska	1999	236
macrolide	Nebraska	2000	194
macrolide	Nebraska	2001	203
macrolide	Nebraska	2002	194
macrolide	Nebraska	2003	209
macrolide	Nebraska	2004	198
macrolide	Nebraska	2005	225
macrolide	Nebraska	2006	199
macrolide	Nebraska	2007	208
macrolide	Nebraska	2008	222
macrolide	Nebraska	2009	214
macrolide	Nebraska	2010	217
macrolide	Nebraska	2011	222
macrolide	Nebraska	2012	223
macrolide	Nevada	1999	215
macrolide	Nevada	2000	198
macrolide	Nevada	2001	187
macrolide	Nevada	2002	180
macrolide	Nevada	2003	189
macrolide	Nevada	2004	160
macrolide	Nevada	2005	190
macrolide	Nevada	2006	163
macrolide	Nevada	2007	158
macrolide	Nevada	2008	173
macrolide	Nevada	2009	178
macrolide	Nevada	2010	176
macrolide	Nevada	2011	211
macrolide	Nevada	2012	201
macrolide	New Hampshire	1999	186
macrolide	New Hampshire	2000	188
macrolide	New Hampshire	2001	170
macrolide	New Hampshire	2002	160
macrolide	New Hampshire	2003	181
macrolide	New Hampshire	2004	174
macrolide	New Hampshire	2005	176
macrolide	New Hampshire	2006	194
macrolide	New Hampshire	2007	189
macrolide	New Hampshire	2008	178
macrolide	New Hampshire	2009	178
macrolide	New Hampshire	2010	164
macrolide	New Hampshire	2011	228
macrolide	New Hampshire	2012	225
macrolide	New Jersey	1999	244
macrolide	New Jersey	2000	243
macrolide	New Jersey	2001	226
macrolide	New Jersey	2002	223
macrolide	New Jersey	2003	256
macrolide	New Jersey	2004	235
macrolide	New Jersey	2005	259
macrolide	New Jersey	2006	242
macrolide	New Jersey	2007	244
macrolide	New Jersey	2008	248
macrolide	New Jersey	2009	265
macrolide	New Jersey	2010	247
macrolide	New Jersey	2011	289
macrolide	New Jersey	2012	280
macrolide	New Mexico	1999	159
macrolide	New Mexico	2000	144
macrolide	New Mexico	2001	148
macrolide	New Mexico	2002	156
macrolide	New Mexico	2003	166
macrolide	New Mexico	2004	146
macrolide	New Mexico	2005	175
macrolide	New Mexico	2006	169
macrolide	New Mexico	2007	178
macrolide	New Mexico	2008	190
macrolide	New Mexico	2009	186
macrolide	New Mexico	2010	191
macrolide	New Mexico	2011	214
macrolide	New Mexico	2012	208
macrolide	New York	1999	221
macrolide	New York	2000	218
macrolide	New York	2001	201
macrolide	New York	2002	197
macrolide	New York	2003	218
macrolide	New York	2004	210
macrolide	New York	2005	224
macrolide	New York	2006	221
macrolide	New York	2007	225
macrolide	New York	2008	233
macrolide	New York	2009	250
macrolide	New York	2010	235
macrolide	New York	2011	265
macrolide	New York	2012	261
macrolide	North Carolina	1999	229
macrolide	North Carolina	2000	218
macrolide	North Carolina	2001	207
macrolide	North Carolina	2002	199
macrolide	North Carolina	2003	227
macrolide	North Carolina	2004	188
macrolide	North Carolina	2005	214
macrolide	North Carolina	2006	203
macrolide	North Carolina	2007	207
macrolide	North Carolina	2008	212
macrolide	North Carolina	2009	217
macrolide	North Carolina	2010	201
macrolide	North Carolina	2011	223
macrolide	North Carolina	2012	235
macrolide	North Dakota	1999	208
macrolide	North Dakota	2000	173
macrolide	North Dakota	2001	184
macrolide	North Dakota	2002	183
macrolide	North Dakota	2003	207
macrolide	North Dakota	2004	209
macrolide	North Dakota	2005	263
macrolide	North Dakota	2006	244
macrolide	North Dakota	2007	257
macrolide	North Dakota	2008	263
macrolide	North Dakota	2009	259
macrolide	North Dakota	2010	267
macrolide	North Dakota	2011	266
macrolide	North Dakota	2012	248
macrolide	Ohio	1999	234
macrolide	Ohio	2000	232
macrolide	Ohio	2001	240
macrolide	Ohio	2002	233
macrolide	Ohio	2003	245
macrolide	Ohio	2004	222
macrolide	Ohio	2005	252
macrolide	Ohio	2006	237
macrolide	Ohio	2007	234
macrolide	Ohio	2008	248
macrolide	Ohio	2009	257
macrolide	Ohio	2010	247
macrolide	Ohio	2011	284
macrolide	Ohio	2012	264
macrolide	Oklahoma	1999	196
macrolide	Oklahoma	2000	186
macrolide	Oklahoma	2001	192
macrolide	Oklahoma	2002	205
macrolide	Oklahoma	2003	218
macrolide	Oklahoma	2004	205
macrolide	Oklahoma	2005	232
macrolide	Oklahoma	2006	203
macrolide	Oklahoma	2007	222
macrolide	Oklahoma	2008	226
macrolide	Oklahoma	2009	222
macrolide	Oklahoma	2010	215
macrolide	Oklahoma	2011	230
macrolide	Oklahoma	2012	245
macrolide	Oregon	1999	158
macrolide	Oregon	2000	143
macrolide	Oregon	2001	143
macrolide	Oregon	2002	138
macrolide	Oregon	2003	129
macrolide	Oregon	2004	113
macrolide	Oregon	2005	139
macrolide	Oregon	2006	123
macrolide	Oregon	2007	126
macrolide	Oregon	2008	134
macrolide	Oregon	2009	133
macrolide	Oregon	2010	135
macrolide	Oregon	2011	160
macrolide	Oregon	2012	147
macrolide	Pennsylvania	1999	213
macrolide	Pennsylvania	2000	212
macrolide	Pennsylvania	2001	201
macrolide	Pennsylvania	2002	190
macrolide	Pennsylvania	2003	216
macrolide	Pennsylvania	2004	201
macrolide	Pennsylvania	2005	222
macrolide	Pennsylvania	2006	210
macrolide	Pennsylvania	2007	219
macrolide	Pennsylvania	2008	231
macrolide	Pennsylvania	2009	234
macrolide	Pennsylvania	2010	223
macrolide	Pennsylvania	2011	255
macrolide	Pennsylvania	2012	243
macrolide	Rhode Island	1999	221
macrolide	Rhode Island	2000	230
macrolide	Rhode Island	2001	213
macrolide	Rhode Island	2002	204
macrolide	Rhode Island	2003	238
macrolide	Rhode Island	2004	214
macrolide	Rhode Island	2005	241
macrolide	Rhode Island	2006	244
macrolide	Rhode Island	2007	255
macrolide	Rhode Island	2008	250
macrolide	Rhode Island	2009	271
macrolide	Rhode Island	2010	240
macrolide	Rhode Island	2011	264
macrolide	Rhode Island	2012	262
macrolide	South Carolina	1999	222
macrolide	South Carolina	2000	215
macrolide	South Carolina	2001	212
macrolide	South Carolina	2002	212
macrolide	South Carolina	2003	231
macrolide	South Carolina	2004	191
macrolide	South Carolina	2005	228
macrolide	South Carolina	2006	213
